class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-color,has-ring,ring-type,habitat,season 
0,8.09,0,2,5,0,5,1,4,4.67,11.79,3,0,0,3,0
1,6.13,0,3,5,0,6,0,9,4.86,7.48,3,0,0,0,0
1,10.78,0,1,5,1,5,0,11,6.85,21.54,4,0,0,0,0
1,3.98,0,5,4,0,6,0,5,6.17,7.4,1,1,7,2,1
1,1.43,0,0,5,0,0,1,5,2.06,2.33,3,0,0,3,1
1,12.46,0,2,5,0,4,0,0,11.08,16.52,1,1,3,0,1
1,1.34,1,3,0,0,3,2,3,3.91,6.02,0,0,0,0,0
1,2.25,6,2,5,0,1,0,9,6.94,2.38,0,1,7,1,0
1,6.33,0,3,5,1,6,1,0,5.55,16.28,3,0,0,0,1
0,4.59,4,10,5,0,3,2,3,7.79,47.97,3,0,0,4,1
1,7.47,0,6,2,0,6,0,2,3.7,8.89,10,0,0,0,0
1,0.75,0,0,0,0,1,0,4,3.44,0.71,0,0,0,0,0
1,3.33,1,2,5,0,2,0,2,8.51,4.18,10,0,0,0,0
0,3.41,0,9,2,0,1,0,8,4.27,6.16,6,0,0,1,0
1,7.77,1,5,7,0,2,1,0,5.14,17.55,1,0,0,0,0
0,11.3,1,8,0,0,1,0,0,6.65,23.51,3,1,7,0,0
0,8.19,0,2,5,0,5,1,4,6.29,12.51,3,0,0,3,0
1,18.68,0,9,8,0,5,0,4,6.13,35.22,3,0,0,0,2
1,8.42,6,8,5,0,1,0,6,15.08,15.83,1,0,0,0,0
1,3.61,2,6,10,0,1,0,9,5.68,5.12,5,0,0,0,0
1,14.18,0,1,5,1,5,0,11,6.7,28.01,0,0,0,0,1
1,5.03,0,3,6,1,6,1,0,5.97,15.77,3,0,0,0,0
1,2.71,2,3,6,0,0,0,0,2.64,6.9,1,0,0,2,0
1,6.41,6,0,5,0,4,0,0,7.71,14.95,1,1,2,0,0
1,3.55,0,2,5,0,1,0,5,4.43,5.49,3,1,4,0,2
0,3.6,0,3,3,0,0,1,0,3.28,6.01,1,0,0,1,0
0,1.27,0,2,5,0,1,0,0,5.31,1.89,0,0,0,3,1
1,6.8,0,7,5,0,1,0,6,7.48,7.6,3,1,4,0,0
0,13.94,2,1,6,0,1,0,0,9.82,27.5,1,0,0,4,0
0,7.51,0,3,5,0,4,0,0,6.4,10.17,1,0,0,0,2
0,6.46,1,2,6,0,6,0,2,6.57,18.19,5,0,0,0,0
1,1.87,0,3,8,0,0,0,8,2.8,5.39,6,0,0,3,0
1,3.86,0,5,5,0,1,0,5,4.26,5.56,6,1,4,0,0
1,4.41,2,9,8,0,0,0,8,3.36,6.54,6,0,0,0,0
0,6.54,1,3,5,0,6,0,0,6.02,10.41,3,0,0,4,0
0,9.3,0,5,5,1,5,0,4,8.38,18.21,3,1,2,0,1
1,4.41,0,2,5,0,6,0,5,5.91,10.06,1,1,4,0,0
0,3.75,1,8,5,0,6,0,9,4.06,6.63,1,0,0,0,1
1,11.22,4,2,7,0,3,2,3,3.24,25.53,3,0,0,0,1
0,21.56,6,8,3,0,1,0,0,23.99,19.27,3,1,5,1,1
0,10.88,0,5,5,1,5,0,4,8.31,22.84,3,0,0,0,0
0,4.13,5,0,5,0,1,1,9,6.38,3.35,3,0,0,0,2
1,4.44,4,2,3,0,3,2,3,5.21,27.23,1,1,0,5,1
1,4.46,2,9,8,0,0,0,4,3.04,5.67,0,0,0,0,1
1,4.8,1,10,7,0,2,1,4,6.11,5.46,3,0,0,4,0
1,10.94,0,2,5,1,0,0,5,7.01,17.25,3,0,0,3,1
0,11.11,0,1,11,0,2,0,0,8.66,24.75,1,0,0,0,0
1,6.02,0,3,5,0,6,0,9,5.24,7.58,3,0,0,0,0
0,7.72,2,2,5,0,1,0,0,2.45,19.02,3,0,0,0,1
1,3.27,0,5,5,0,1,0,5,3.45,5.12,3,1,4,0,2
0,3.26,5,8,5,0,1,0,6,6.31,2.7,1,0,0,0,0
1,4.8,3,1,0,1,2,0,4,5.25,11.51,1,0,0,2,1
1,11.07,2,2,6,1,0,0,0,4.93,24.52,8,0,0,4,1
1,8.43,0,2,10,1,2,0,7,9.91,18.78,5,0,0,0,0
1,1.36,5,5,5,0,1,0,5,3.56,1.49,3,0,0,2,0
1,6.57,1,2,0,0,2,0,4,6.8,11.14,1,0,0,0,1
1,6.32,1,2,0,0,2,0,5,6.03,10.04,1,0,0,0,1
0,5.83,1,5,9,0,6,1,0,4.49,9.55,8,0,0,0,0
0,8.06,0,2,0,1,2,0,4,8.54,16.64,1,0,0,0,0
1,3.46,5,2,6,0,1,0,6,9.02,2.42,8,0,0,2,1
0,7.09,1,7,5,0,4,0,2,4.59,12.12,1,1,1,7,1
0,1.52,3,0,5,0,1,0,9,5.24,1.52,8,0,0,0,0
0,8.4,1,8,5,0,1,0,0,7.15,25.07,3,1,7,0,0
1,5.61,2,2,10,0,1,0,0,5.26,8.05,1,0,0,0,1
0,8.56,0,2,6,0,6,0,9,7.84,20.81,5,0,0,0,2
1,3.21,0,8,5,0,1,0,0,5.44,3.29,0,1,6,2,0
1,6.01,0,2,0,0,2,0,4,5.28,14.43,0,0,0,0,0
0,9.0,0,2,5,0,1,0,0,7.36,14.62,1,0,0,0,1
1,1.32,0,2,5,0,1,0,5,5.04,2.42,3,0,0,2,0
1,9.78,1,2,3,0,2,0,0,10.87,13.29,1,0,0,3,0
1,7.57,0,8,3,1,1,0,0,8.05,14.98,1,1,1,0,0
1,20.08,2,4,3,1,0,1,0,7.88,31.86,1,0,0,0,0
0,12.18,2,2,3,1,0,0,0,6.69,27.52,1,0,0,0,1
0,6.91,0,8,5,0,4,0,0,5.41,9.52,3,0,0,0,1
0,5.65,2,2,5,0,0,0,0,4.42,7.41,1,0,0,4,1
1,1.35,5,5,5,0,1,0,5,4.49,1.53,3,0,0,3,0
1,4.77,4,3,3,0,1,0,0,0.0,0.0,7,0,0,0,1
1,15.55,0,3,0,0,6,0,2,8.61,17.75,3,0,0,0,0
0,10.79,0,2,5,1,5,0,5,7.22,17.78,3,1,2,0,0
0,3.33,0,3,3,0,0,1,0,3.23,6.16,1,0,0,1,0
0,3.82,1,5,5,0,1,0,5,4.91,6.1,1,0,0,0,0
0,16.46,0,1,5,1,4,0,0,10.39,18.18,1,1,0,2,0
0,3.46,1,5,5,0,1,0,5,5.42,6.2,1,0,0,0,0
1,5.41,0,2,0,0,6,1,4,5.77,12.9,0,0,0,0,0
0,7.34,0,2,0,0,5,0,4,7.61,14.77,0,1,0,0,1
1,4.08,1,2,2,0,2,0,0,4.83,6.4,1,0,0,0,1
0,4.58,0,2,3,0,0,0,10,6.87,7.56,12,0,0,4,1
0,6.66,0,8,5,0,4,0,0,5.72,10.61,3,0,0,0,0
1,2.64,4,2,3,0,3,2,3,5.14,28.39,1,1,0,0,1
1,5.37,6,3,5,0,1,0,9,9.17,10.72,1,1,4,2,0
1,2.72,1,2,10,0,1,0,5,2.99,3.47,1,0,0,5,0
1,1.82,3,5,0,0,1,0,4,6.28,2.79,0,0,0,2,0
0,10.39,1,8,0,0,1,0,0,8.96,27.18,3,1,7,0,2
1,2.84,1,6,8,1,0,0,5,2.94,4.94,3,0,0,0,1
0,5.45,3,2,5,0,4,0,0,11.57,12.58,1,0,0,0,1
0,8.65,0,3,3,0,6,0,0,7.08,29.69,1,0,0,0,3
0,3.32,0,2,0,0,1,0,8,3.07,6.63,1,0,0,0,1
0,22.52,1,8,3,0,1,0,0,26.7,21.11,3,1,5,0,0
1,5.85,2,2,5,1,0,0,2,5.71,6.04,3,0,0,0,1
1,17.35,2,2,5,1,0,0,5,5.3,25.78,9,0,0,4,0
0,12.83,0,1,0,0,2,0,0,7.41,18.73,1,0,0,0,0
1,4.83,0,5,8,0,1,0,5,4.22,6.17,3,1,4,0,0
0,6.53,2,3,8,0,0,1,8,5.92,12.3,1,0,0,1,2
1,4.02,5,2,5,0,2,0,2,6.39,4.58,8,0,0,2,0
1,9.99,2,2,4,1,0,0,8,4.96,12.53,1,1,0,0,1
1,4.87,0,2,2,0,1,0,0,3.11,12.83,0,0,0,0,0
0,5.96,1,6,0,0,3,2,3,5.1,14.82,0,0,0,0,1
0,7.43,0,3,9,0,1,0,0,5.14,17.02,1,0,0,0,0
1,1.06,0,0,3,0,1,1,0,3.45,1.8,3,0,0,4,1
0,7.5,0,5,0,0,5,0,4,6.17,13.48,0,1,0,0,1
1,5.35,0,1,7,0,1,0,0,6.96,9.12,0,1,4,0,0
0,9.97,0,5,5,1,5,0,4,7.4,18.75,3,1,2,0,0
0,17.47,0,1,5,1,4,0,0,12.26,21.0,1,1,0,0,0
1,10.84,0,2,5,1,0,0,1,4.72,23.75,3,0,0,0,1
1,2.9,1,2,3,0,2,0,2,8.47,3.66,10,0,0,4,0
1,3.25,0,5,5,0,1,0,5,4.2,5.76,3,1,4,0,0
0,3.69,0,2,5,0,2,0,0,7.56,8.41,3,1,0,0,1
0,1.11,0,0,5,1,1,0,0,4.9,0.98,3,0,0,0,1
1,3.86,4,2,3,0,3,2,3,5.63,28.87,1,1,0,5,1
0,12.23,2,2,3,1,0,0,0,5.53,23.75,1,0,0,0,0
1,6.55,2,9,8,0,0,0,4,4.29,6.77,6,0,0,0,0
1,11.52,0,2,5,0,1,1,0,13.05,30.03,1,0,0,0,0
1,5.58,0,1,7,0,1,0,0,8.58,11.29,3,1,4,0,0
1,5.58,0,1,7,0,1,0,4,7.7,9.98,3,1,4,0,0
0,9.04,0,2,6,0,6,0,2,7.92,20.14,5,0,0,2,0
0,11.78,1,3,5,1,4,0,9,10.42,16.76,1,1,6,1,0
0,5.64,1,3,1,0,2,0,0,6.78,9.01,3,0,0,4,2
0,6.94,0,5,0,1,2,0,4,8.06,14.42,1,0,0,0,0
1,12.77,0,5,3,0,6,0,4,7.84,18.19,3,0,0,0,1
0,4.89,0,2,0,0,1,0,4,5.05,10.09,1,0,0,0,0
0,6.41,0,5,0,1,2,0,4,7.33,13.89,1,0,0,0,0
0,3.92,1,5,5,0,1,0,6,6.39,6.31,1,0,0,0,1
0,5.62,0,2,5,0,2,0,5,8.28,10.07,3,1,0,0,1
1,1.41,0,2,5,0,1,0,5,4.42,2.36,3,0,0,2,1
0,7.07,0,2,5,1,5,0,9,10.65,24.75,1,0,0,0,0
1,7.37,2,2,2,1,0,0,2,6.88,12.35,10,1,0,0,1
1,9.44,2,2,0,1,0,0,8,4.92,12.15,1,1,0,0,0
0,0.72,1,0,7,1,1,0,0,4.72,1.04,3,0,0,0,1
1,14.53,0,2,9,1,0,0,5,5.0,25.82,9,0,0,4,0
0,3.78,0,4,5,0,5,0,4,4.37,9.87,3,0,0,0,0
1,9.17,6,0,5,0,4,0,0,8.15,16.17,1,1,2,0,0
1,2.71,1,8,7,0,4,0,0,3.21,3.19,1,1,7,1,1
0,3.88,5,0,3,0,2,1,0,5.21,3.16,0,0,0,2,0
1,2.65,4,2,9,0,3,2,3,3.79,15.63,8,0,0,0,0
1,2.89,4,2,6,0,3,2,3,3.35,14.0,8,0,0,0,0
1,3.51,1,8,5,0,4,0,0,4.55,3.47,1,1,7,0,0
0,4.7,0,5,8,0,1,1,4,6.66,5.08,3,0,0,0,2
1,1.55,0,2,5,0,1,0,6,5.31,2.8,3,0,0,2,1
0,51.22,4,8,0,0,5,0,4,7.43,31.98,2,0,0,0,1
1,3.74,2,6,10,0,1,0,9,5.15,5.7,5,0,0,0,1
0,7.82,0,9,0,1,5,0,10,5.8,11.76,0,0,0,0,0
0,5.63,2,2,5,0,0,0,0,5.62,7.92,1,0,0,3,1
0,6.51,1,8,3,0,4,0,5,5.26,13.55,1,1,7,2,0
1,3.91,1,9,1,0,2,0,4,4.31,2.8,3,0,0,0,1
1,3.78,4,3,5,0,3,2,3,0.0,0.0,7,1,0,0,0
0,4.21,1,3,5,0,6,0,0,5.33,8.08,3,0,0,2,0
0,6.25,0,5,5,0,2,0,5,5.72,6.35,3,1,6,0,3
1,10.34,0,5,5,1,5,0,4,8.49,29.0,0,0,0,0,1
1,1.05,0,0,3,0,1,1,0,2.73,1.41,4,0,0,0,0
1,8.61,1,2,4,0,2,0,4,7.67,12.78,1,0,0,0,0
1,8.21,0,2,5,0,6,0,9,6.1,9.09,3,0,0,0,0
1,4.14,1,10,0,0,2,1,11,4.98,4.78,3,0,0,0,0
0,7.59,0,9,8,0,0,1,1,5.82,12.18,1,0,0,2,2
0,5.68,0,5,5,0,2,0,5,5.11,6.13,3,1,6,0,1
0,14.63,0,8,5,1,4,0,0,9.18,17.14,1,1,0,2,1
0,12.77,0,3,5,1,4,0,9,12.16,18.09,1,1,6,1,1
0,10.47,1,3,5,0,0,1,0,8.59,13.53,3,1,0,0,1
1,1.58,5,5,5,0,1,0,5,4.57,1.5,3,0,0,3,0
0,8.1,1,2,7,0,2,0,0,7.58,17.86,1,0,0,0,0
0,3.99,5,0,3,0,2,1,0,4.27,2.5,0,0,0,2,1
1,3.74,0,8,5,0,1,0,0,5.63,3.53,0,1,6,3,1
1,0.61,0,2,8,0,0,0,8,4.39,1.01,0,0,0,2,1
1,4.02,0,7,7,0,1,0,11,4.43,5.32,4,0,0,0,0
0,4.11,2,10,5,0,3,2,3,5.95,55.44,3,0,0,4,1
1,7.56,0,0,5,0,4,0,0,7.86,15.27,1,1,2,0,0
0,1.04,3,0,7,1,1,0,2,6.06,1.1,3,0,0,0,1
0,5.86,0,2,8,0,1,1,4,6.13,5.32,6,0,0,0,0
0,4.3,4,2,5,0,3,2,3,4.81,19.69,3,0,0,0,3
1,0.8,0,0,5,0,1,0,2,4.27,1.11,2,0,0,0,0
0,7.5,0,10,3,0,0,0,0,3.61,7.88,1,0,0,0,1
1,3.2,0,4,3,0,6,0,2,3.93,2.84,3,0,0,2,0
1,3.55,1,2,0,0,2,0,0,5.79,6.88,1,0,0,0,0
1,6.05,0,2,6,0,0,0,0,4.86,9.44,3,0,0,0,0
0,3.54,0,4,5,0,5,0,5,4.61,10.86,0,0,0,0,0
1,4.12,1,2,0,0,2,0,0,6.15,7.02,1,0,0,0,0
1,22.14,1,0,7,0,5,0,4,5.78,39.42,3,0,0,0,2
1,2.43,4,10,6,0,3,2,3,0.0,0.0,7,0,0,0,2
0,11.3,0,3,7,0,1,1,0,10.2,15.01,3,1,0,0,2
1,8.27,0,8,0,0,1,0,5,11.42,10.04,3,1,0,0,0
1,3.74,4,2,3,0,3,2,3,5.98,33.13,1,1,0,0,0
1,4.59,1,10,7,0,2,1,5,6.05,5.0,3,0,0,0,1
0,8.4,0,2,5,1,1,0,0,8.69,15.69,1,1,3,0,0
1,5.49,1,2,0,0,6,1,4,5.77,13.02,0,0,0,0,0
1,4.7,3,1,3,1,2,0,4,5.43,11.58,1,0,0,0,3
1,4.9,1,10,0,0,2,1,5,7.6,5.43,3,0,0,0,1
1,4.5,1,2,2,0,2,0,0,4.76,6.6,1,0,0,0,0
0,4.68,1,5,5,0,1,1,0,6.68,4.63,6,0,0,0,0
1,5.71,4,2,8,0,1,0,4,1.23,10.68,3,0,0,0,0
0,2.42,5,8,5,0,1,0,6,7.12,3.22,1,0,0,0,2
0,11.19,1,1,1,0,1,0,1,5.08,19.49,1,1,0,0,0
1,4.9,1,4,0,0,5,0,5,2.69,4.96,3,1,0,0,1
0,8.08,0,3,3,0,6,0,0,5.55,26.77,1,0,0,0,1
1,4.7,5,2,5,0,1,0,5,9.59,6.56,1,1,0,2,1
1,7.03,2,2,2,1,0,0,2,7.53,15.52,10,1,0,0,1
1,5.03,2,2,10,0,1,0,0,4.4,8.48,0,0,0,0,0
1,7.32,5,8,5,0,1,0,6,11.55,16.55,1,0,0,0,0
0,5.11,0,2,6,0,1,1,5,4.98,4.02,1,1,1,0,1
1,4.0,0,5,8,0,1,0,5,4.29,5.89,6,1,4,0,2
1,10.92,2,2,2,1,0,0,2,9.92,19.23,10,1,0,0,1
0,8.28,0,5,0,1,2,0,4,8.07,14.02,1,0,0,0,0
1,14.4,2,4,3,1,0,1,0,5.81,26.91,1,0,0,0,2
1,1.51,4,4,5,0,1,0,5,3.65,1.56,3,0,0,0,0
1,4.91,0,2,3,0,1,0,9,3.15,11.76,0,0,0,0,0
0,5.52,0,2,5,0,5,0,5,6.0,10.87,3,0,0,0,0
0,20.88,6,8,5,0,1,0,0,27.04,21.76,3,1,5,0,0
1,2.59,5,2,6,0,1,0,6,7.71,2.22,8,0,0,2,1
1,0.92,5,2,5,0,1,0,9,3.18,2.56,3,1,0,2,1
0,4.05,1,2,5,0,0,0,8,5.76,7.3,1,0,0,0,2
0,14.04,6,3,3,0,4,0,0,24.07,12.79,1,1,7,6,3
1,2.25,0,7,9,0,1,0,2,4.77,2.61,1,0,0,2,1
1,3.22,0,9,3,0,0,1,2,3.42,2.25,1,0,0,2,0
1,5.1,4,2,3,0,1,0,0,0.0,0.0,7,0,0,0,1
0,4.39,0,2,0,0,1,0,4,3.67,10.81,1,0,0,0,1
1,1.22,5,2,0,0,1,0,9,4.22,2.67,3,1,0,1,0
1,0.6,0,0,0,0,1,0,4,3.27,0.68,1,0,0,0,1
1,5.29,0,1,7,0,1,0,4,7.48,8.32,0,1,4,0,0
0,9.38,0,8,5,1,4,0,2,9.01,17.37,1,1,1,0,0
1,4.98,4,2,3,0,3,2,3,5.6,32.19,1,1,0,5,0
1,8.01,0,3,5,1,6,1,0,6.39,15.22,1,0,0,0,1
1,10.63,0,5,0,0,6,0,2,7.49,16.02,3,0,0,0,1
0,4.67,0,3,8,0,5,0,5,5.09,10.83,4,0,0,0,0
1,4.79,2,2,10,0,1,0,0,4.86,7.61,0,0,0,0,1
0,2.1,0,2,10,0,1,1,0,4.81,4.44,1,0,0,0,1
0,10.44,1,1,1,0,1,0,1,5.61,24.13,1,1,0,0,0
1,2.76,0,8,11,0,6,0,7,5.29,6.55,12,1,7,2,0
1,8.92,0,5,7,0,2,0,0,15.34,7.92,3,0,0,0,1
1,2.45,1,9,4,0,1,0,4,5.07,5.03,0,0,0,2,0
0,10.77,2,3,0,0,2,0,5,6.56,23.47,1,0,0,0,2
1,14.27,0,3,6,0,6,0,4,6.85,17.28,3,0,0,0,1
1,12.18,2,2,8,1,0,0,8,5.87,13.48,1,1,0,0,0
1,10.91,0,2,5,0,1,1,0,12.14,31.53,1,0,0,0,0
0,7.98,0,2,6,0,6,0,2,8.43,19.73,5,0,0,0,0
1,5.48,3,7,0,0,1,0,5,6.45,7.67,1,0,0,0,0
0,4.62,1,2,8,0,1,1,0,6.89,5.39,6,0,0,0,0
0,1.41,3,0,7,1,1,0,2,6.59,1.15,3,0,0,3,0
1,7.92,2,9,5,1,0,0,4,6.27,10.39,4,0,0,0,0
1,7.38,1,2,0,0,2,0,4,6.19,11.76,1,0,0,0,0
0,2.76,0,2,0,0,1,0,4,3.67,8.42,1,0,0,0,1
0,3.77,0,2,0,0,1,0,8,3.67,8.1,1,0,0,0,1
1,11.96,0,3,5,1,5,0,4,8.85,28.91,0,0,0,0,0
0,9.74,6,8,5,1,4,0,2,8.44,15.85,1,1,2,4,0
1,3.81,1,2,1,0,2,0,0,4.91,6.14,1,0,0,0,1
1,2.51,2,6,5,1,0,0,5,3.91,6.36,3,0,0,0,0
1,3.72,0,3,0,0,1,0,10,7.92,7.31,0,1,4,0,2
1,10.24,0,2,5,0,1,1,0,12.03,30.42,1,0,0,0,0
0,10.71,1,3,5,1,4,0,5,11.16,16.96,1,1,6,1,0
1,5.47,1,4,5,0,5,0,5,3.46,5.39,3,1,0,0,1
0,6.88,0,2,0,0,1,0,0,6.6,15.87,1,0,0,0,2
0,5.6,5,5,9,0,6,1,0,4.17,9.28,8,0,0,0,0
0,5.32,3,2,6,0,3,2,3,5.64,18.73,3,0,0,0,3
0,1.57,3,0,5,0,1,0,0,4.97,1.51,8,0,0,4,0
0,3.75,0,2,0,0,1,0,8,3.55,7.95,1,0,0,0,1
1,3.96,0,2,5,0,6,0,5,4.95,9.24,1,1,4,0,0
0,7.5,1,3,5,0,6,0,0,6.78,12.12,3,0,0,0,1
0,4.79,0,2,0,0,1,0,4,2.62,7.84,1,0,0,0,1
1,3.86,1,2,10,0,1,0,5,4.13,3.79,1,0,0,0,0
1,8.32,1,2,4,0,2,0,4,6.69,11.46,1,0,0,0,1
0,5.57,3,2,5,0,3,2,3,5.09,18.78,3,0,0,4,3
1,2.65,1,8,8,0,0,0,8,2.9,5.52,6,0,0,3,0
1,6.29,3,1,0,1,2,0,10,5.32,13.41,1,0,0,2,0
1,3.82,5,8,7,0,4,0,5,5.0,3.51,1,1,7,1,1
0,7.77,0,9,7,1,5,0,10,5.18,12.07,0,0,0,0,1
0,3.33,0,3,7,0,1,0,8,3.98,6.2,6,0,0,1,1
1,5.18,2,9,8,0,0,0,8,3.44,7.04,0,0,0,0,0
1,1.16,0,3,0,0,3,2,3,2.84,4.76,0,0,0,0,0
0,3.02,2,9,2,1,0,0,2,4.06,5.43,3,0,0,0,1
1,3.22,5,6,10,0,1,0,9,5.17,5.69,5,0,0,0,1
1,7.11,0,6,2,0,6,0,2,4.27,9.61,10,0,0,0,2
1,5.59,3,4,3,1,2,0,2,5.39,11.92,1,0,0,2,3
1,16.9,1,0,7,0,4,0,0,17.84,18.46,1,1,2,0,1
1,4.04,1,2,10,0,1,0,0,4.58,6.99,1,0,0,0,1
1,7.94,2,2,2,1,0,0,2,7.96,16.33,10,1,0,0,0
1,6.44,5,4,5,0,0,0,5,6.67,7.68,0,1,0,0,1
1,13.4,1,4,5,0,0,0,4,6.27,28.69,3,0,0,0,0
1,13.9,0,1,5,1,5,0,11,9.52,31.49,0,0,0,0,0
1,3.15,4,10,6,0,3,2,3,0.0,0.0,7,0,0,0,3
1,4.02,0,8,0,0,1,0,0,5.42,3.38,3,1,6,3,0
1,9.49,0,8,5,0,1,0,4,11.83,11.93,0,1,0,0,1
1,5.71,2,4,0,0,5,0,5,3.82,4.87,3,1,0,0,1
0,1.37,1,6,6,0,1,1,9,4.97,2.44,1,0,0,0,0
0,13.54,6,9,8,0,5,0,0,14.4,32.11,1,0,0,0,1
1,0.96,5,2,5,0,1,0,6,4.2,2.72,3,1,0,1,1
1,5.83,0,2,5,0,0,0,0,6.08,11.1,3,0,0,0,0
0,8.4,0,3,5,0,4,0,2,7.31,10.43,3,0,0,0,1
1,8.42,2,2,2,1,0,0,2,7.92,14.96,10,1,0,0,0
0,2.27,1,5,5,0,1,0,5,5.18,5.74,1,0,0,0,0
1,4.0,1,9,1,0,2,0,0,5.37,3.11,3,0,0,4,1
0,5.32,0,3,5,0,5,0,5,7.57,13.52,4,0,0,0,1
1,4.2,0,5,11,0,6,0,7,6.17,7.25,12,1,7,2,0
0,3.53,0,2,5,0,5,0,5,4.64,11.27,4,0,0,0,1
1,10.41,0,2,9,1,0,0,1,4.92,25.92,3,0,0,0,0
0,1.55,0,6,6,0,1,1,9,5.06,2.58,1,0,0,0,1
0,7.08,0,2,5,0,5,1,4,6.41,11.86,3,0,0,0,0
0,5.11,0,2,5,0,5,0,5,6.07,11.75,4,0,0,0,1
0,8.35,2,2,6,0,6,0,9,7.29,22.98,5,0,0,0,0
0,5.41,0,10,3,0,0,0,0,3.39,8.77,1,0,0,0,1
0,1.51,3,0,5,0,1,0,0,4.94,1.38,8,0,0,0,0
0,1.25,3,0,5,0,1,0,9,4.2,1.15,8,0,0,0,0
1,8.47,0,8,3,1,1,0,2,7.54,14.04,1,1,1,2,0
0,6.76,2,10,3,0,0,0,2,3.55,8.97,1,0,0,2,0
1,6.1,0,3,5,0,6,0,5,5.19,7.07,3,0,0,0,0
1,5.55,1,2,0,0,6,1,4,5.96,14.08,0,0,0,0,0
0,3.32,1,2,8,0,1,1,4,4.67,3.17,6,0,0,0,2
0,16.23,0,3,5,1,4,0,5,9.81,17.56,1,1,6,1,0
0,2.57,2,2,5,0,3,2,3,5.89,6.44,6,0,0,0,0
0,3.14,0,4,5,0,5,0,5,4.27,9.44,0,0,0,0,0
0,6.43,2,2,0,0,1,0,0,5.36,12.87,1,0,0,0,1
0,5.0,1,2,5,0,2,0,7,6.56,4.15,1,0,0,0,0
1,11.97,0,2,5,1,0,0,0,4.8,23.82,8,0,0,4,1
1,0.97,5,2,0,0,1,0,6,4.07,2.61,3,1,0,1,0
0,6.27,1,3,8,0,6,0,4,8.73,12.37,3,0,0,0,0
1,2.75,5,5,5,0,1,0,5,8.8,5.55,1,1,0,2,2
1,2.87,5,2,5,0,1,0,6,7.19,2.19,8,0,0,2,1
0,5.94,0,8,5,0,4,0,2,6.12,10.32,3,0,0,0,1
1,1.54,0,2,5,0,1,0,6,4.9,2.44,3,0,0,2,1
1,9.72,0,1,8,0,1,0,4,12.72,24.54,0,1,6,0,1
1,8.46,1,2,3,0,2,0,0,10.94,11.71,1,0,0,3,1
1,1.91,0,7,11,0,1,0,2,3.61,2.37,1,0,0,2,0
0,4.1,4,2,5,0,3,2,3,4.48,17.47,3,0,0,0,3
1,5.69,0,3,7,0,4,0,4,7.04,6.76,2,0,0,1,1
1,4.01,1,2,10,0,1,0,0,4.45,7.43,0,0,0,0,1
0,8.93,1,1,1,0,1,0,1,4.83,17.9,1,1,0,0,0
1,8.42,0,3,5,0,6,0,5,6.2,9.74,3,0,0,0,2
0,6.72,4,2,5,0,1,0,0,3.72,22.05,3,0,0,0,1
1,5.6,4,3,5,0,1,0,0,0.0,0.0,7,0,0,0,0
1,2.43,4,3,4,0,3,2,3,0.0,0.0,7,1,0,0,0
1,9.54,4,1,0,0,1,0,8,1.6,17.19,0,0,0,0,0
1,1.25,1,3,0,0,3,2,3,3.58,5.56,0,0,0,0,0
1,2.56,2,9,3,0,0,1,0,2.65,2.36,1,0,0,2,1
0,4.61,0,5,5,0,2,0,5,4.04,5.32,3,1,6,0,1
1,7.17,0,7,0,0,1,0,6,6.6,6.47,3,1,4,2,1
1,17.94,1,9,5,0,0,0,4,6.07,32.77,2,0,0,0,0
1,8.68,0,2,6,1,2,0,7,9.62,19.52,8,0,0,0,0
1,11.72,0,3,0,0,6,0,4,8.86,18.35,3,0,0,0,0
0,2.92,0,9,5,0,5,0,4,3.04,8.51,3,0,0,0,0
1,7.06,4,2,8,0,1,0,8,1.35,14.78,3,0,0,0,2
1,3.4,4,3,8,0,3,2,3,0.0,0.0,7,1,0,0,0
1,5.09,1,4,0,0,5,0,5,3.93,5.52,3,1,0,0,1
1,5.18,2,9,8,0,0,0,4,2.41,5.69,6,0,0,0,0
1,2.81,5,2,5,0,1,0,9,5.68,2.42,8,0,0,0,1
0,7.88,1,2,5,0,2,0,0,7.14,17.27,1,0,0,0,1
1,7.72,0,7,5,0,1,0,6,8.63,8.86,3,1,4,0,0
0,8.03,1,8,5,0,4,0,2,4.37,12.9,1,1,6,7,1
1,7.3,2,5,4,1,0,0,0,4.45,12.5,3,0,0,0,1
0,6.42,0,3,3,0,4,0,2,5.05,13.03,1,1,7,1,1
1,6.82,5,4,5,0,0,0,4,6.42,6.67,0,1,0,0,0
1,9.77,1,2,4,0,2,0,4,7.27,12.96,1,0,0,0,1
1,4.24,0,2,2,0,2,0,0,5.19,6.3,1,0,0,0,0
0,3.12,0,8,5,0,4,0,2,4.27,11.79,1,1,1,7,1
0,9.56,0,9,8,0,0,1,1,6.77,12.55,1,0,0,2,0
1,7.23,0,8,5,0,1,0,4,10.9,11.21,0,1,0,0,0
0,6.65,0,2,0,0,1,0,0,6.03,15.34,8,0,0,0,1
1,3.86,1,2,7,0,2,0,0,4.54,6.16,1,0,0,0,1
1,4.33,1,8,3,0,4,0,5,4.88,3.52,1,1,7,0,0
1,5.9,1,2,0,0,6,1,4,6.15,12.27,0,0,0,0,0
1,8.57,2,5,6,1,0,0,9,4.81,12.46,8,0,0,0,0
