class,cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-color,ring-type,habitat 
0,0,3,5,0,3,3,12,7,2
0,5,8,3,1,3,0,6,2,1
0,0,8,7,1,3,0,7,2,0
0,1,3,5,0,3,3,12,7,2
0,0,11,7,1,3,0,0,2,0
0,1,8,5,1,3,0,2,2,0
0,0,8,6,1,3,0,7,2,0
0,0,3,6,0,3,3,2,7,2
0,0,3,5,0,3,3,6,7,2
0,0,11,6,0,3,3,2,7,2
0,0,3,6,0,3,3,5,7,2
0,0,8,7,1,3,0,0,2,0
0,1,11,6,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
0,0,11,5,0,3,3,6,7,2
0,1,3,5,0,3,3,5,7,2
0,0,11,3,0,3,3,5,7,2
0,0,8,0,1,3,0,2,2,5
0,0,11,7,1,3,0,7,2,0
0,0,11,5,0,3,3,12,7,2
0,0,8,5,1,3,0,2,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,3,0,3,3,6,7,2
0,0,8,3,1,3,0,6,2,1
0,0,3,5,0,3,3,2,7,2
0,1,3,3,0,3,3,2,7,2
0,1,11,5,1,3,0,7,2,0
0,1,11,3,0,3,3,6,7,2
0,0,11,6,1,3,0,7,2,0
0,0,11,5,1,3,0,2,2,0
0,0,11,3,0,3,3,2,7,2
0,0,3,3,1,3,0,5,2,1
0,1,3,6,0,3,3,5,7,2
1,1,8,5,1,3,0,5,2,2
0,1,11,6,0,3,3,2,7,2
0,0,11,5,1,3,0,5,2,0
0,0,11,3,0,3,3,5,7,2
0,0,8,5,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
1,1,3,5,1,3,0,5,2,6
0,1,3,6,0,3,3,2,7,2
0,0,11,6,1,3,0,5,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,5,1,3,0,7,2,0
1,0,3,3,1,3,0,2,2,6
0,0,3,0,1,3,0,6,2,1
0,0,11,5,1,3,0,5,2,0
0,1,8,5,1,3,0,0,2,0
0,0,3,6,0,3,3,5,7,2
0,0,8,7,1,3,0,7,2,0
0,0,11,6,0,3,3,6,7,2
0,1,3,3,0,3,3,2,7,2
0,0,11,5,1,3,0,5,2,0
0,1,11,5,1,3,0,7,2,0
0,1,11,6,0,3,3,5,7,2
0,1,11,6,0,3,3,5,7,2
0,1,11,5,0,3,3,12,7,2
0,0,11,6,1,3,0,2,2,0
0,0,11,7,1,3,0,5,2,0
1,1,8,5,1,3,0,2,2,6
0,0,8,6,1,3,0,2,2,0
0,0,3,3,0,3,3,6,7,2
0,5,3,3,1,3,0,9,2,1
0,0,3,3,0,3,3,12,7,2
0,1,11,5,0,3,3,6,7,2
0,0,8,6,1,3,0,2,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,6,0,3,3,2,7,2
1,0,3,3,1,3,0,5,2,2
0,0,3,5,0,3,3,6,7,2
0,0,8,6,1,3,0,2,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,5,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,5,1,3,0,0,2,0
0,0,11,7,1,3,0,7,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,7,1,3,0,7,2,0
0,0,11,6,1,3,0,0,2,0
0,1,11,6,1,3,0,2,2,0
0,0,11,7,1,3,0,0,2,0
0,0,8,7,1,3,0,7,2,0
1,0,3,3,1,3,0,0,2,2
0,0,11,7,1,3,0,5,2,0
0,0,8,6,1,3,0,2,2,0
0,0,11,5,1,3,0,2,2,0
0,0,8,7,1,3,0,0,2,0
0,0,8,6,1,3,0,5,2,0
0,0,11,6,1,3,0,5,2,0
0,0,8,6,1,3,0,7,2,0
0,0,11,7,1,3,0,2,2,0
0,1,8,7,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
0,0,11,5,1,3,0,7,2,0
0,1,8,6,1,3,0,0,2,0
0,0,8,7,1,3,0,7,2,0
0,0,11,6,1,3,0,2,2,0
0,0,8,6,1,3,0,5,2,0
1,0,11,6,0,3,0,2,1,2
1,1,3,3,1,3,0,2,2,2
0,0,11,7,1,3,0,5,2,0
0,0,11,3,0,3,3,12,7,2
0,0,8,5,1,3,0,7,2,0
0,1,11,5,1,3,0,5,2,0
0,0,11,5,1,3,0,0,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,6,1,3,0,0,2,0
0,0,11,7,1,3,0,7,2,0
0,0,8,5,1,3,0,5,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,7,1,3,0,0,2,0
0,0,8,7,1,3,0,7,2,0
0,0,8,5,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,1,8,5,1,3,0,2,2,0
0,1,8,5,1,3,0,5,2,0
0,0,8,5,1,3,0,5,2,0
1,1,3,5,1,3,0,5,2,6
0,1,11,7,1,3,0,7,2,0
1,0,3,3,1,3,0,0,2,2
0,0,11,7,1,3,0,7,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,7,2,0
0,1,11,7,1,3,0,2,2,0
0,0,11,7,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,0,8,5,1,3,0,5,2,0
0,1,11,5,1,3,0,7,2,0
0,1,11,5,1,3,0,0,2,0
0,0,11,7,1,3,0,7,2,0
0,0,11,5,1,3,0,7,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,5,1,3,0,7,2,0
0,1,11,5,1,3,0,7,2,0
0,0,11,7,1,3,0,5,2,0
0,0,8,7,1,3,0,0,2,0
0,0,11,6,1,3,0,2,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,6,1,3,0,2,2,0
0,0,11,6,1,3,0,5,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,7,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,7,1,3,0,2,2,0
1,0,11,6,0,3,0,2,1,0
0,0,8,6,1,3,0,7,2,0
0,0,11,7,1,3,0,0,2,0
0,0,8,5,1,3,0,7,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,7,1,3,0,0,2,0
0,1,11,5,1,3,0,2,2,0
0,1,8,5,1,3,0,2,2,0
0,1,11,6,1,3,0,2,2,0
0,0,11,7,1,3,0,5,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,6,1,3,0,7,2,0
0,0,11,5,1,3,0,7,2,0
0,0,11,6,1,3,0,0,2,0
0,0,3,6,0,3,3,6,7,2
0,0,8,7,1,3,0,7,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,7,2,0
0,0,11,6,1,3,0,5,2,0
0,1,11,6,1,3,0,2,2,0
0,0,3,3,0,3,3,2,7,2
0,0,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,0,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,6,1,3,0,0,2,0
0,0,11,7,1,3,0,7,2,0
0,0,8,7,1,3,0,7,2,0
0,0,11,5,1,3,0,0,2,0
0,1,8,6,1,3,0,0,2,0
0,0,8,6,1,3,0,0,2,0
1,0,3,2,0,3,3,9,2,0
0,0,8,5,1,3,0,2,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,7,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,0,2,0
0,0,11,6,1,3,0,0,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,5,2,0
0,0,8,5,1,3,0,0,2,0
0,0,11,7,1,3,0,0,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,7,1,3,0,7,2,0
0,1,11,5,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
0,0,11,7,1,3,0,5,2,0
0,0,11,3,0,3,3,6,7,2
0,0,8,6,1,3,0,2,2,0
0,0,11,7,1,3,0,2,2,0
0,0,8,6,1,3,0,2,2,0
0,0,11,7,1,3,0,0,2,0
0,0,11,6,1,3,0,2,2,0
0,1,8,7,1,3,0,2,2,0
0,1,8,6,1,3,0,2,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,6,1,3,0,2,2,0
0,1,11,6,0,3,3,12,7,2
1,0,11,6,0,3,0,9,1,5
0,0,11,7,1,3,0,2,2,0
0,0,8,7,1,3,0,0,2,0
1,1,3,3,1,3,0,0,2,2
0,1,8,5,1,3,0,7,2,0
0,0,11,7,1,3,0,5,2,0
0,0,8,7,1,3,0,5,2,0
0,0,11,6,1,3,0,5,2,0
0,0,8,6,1,3,0,2,2,0
0,0,11,6,0,3,3,5,7,2
0,0,11,5,1,3,0,7,2,0
0,1,11,7,1,3,0,5,2,0
0,0,8,6,1,3,0,7,2,0
0,1,11,5,1,3,0,0,2,0
0,1,11,6,0,3,3,12,7,2
0,1,11,6,1,3,0,2,2,0
0,0,8,5,1,3,0,0,2,0
0,1,11,6,1,3,0,2,2,0
0,1,8,5,1,3,0,7,2,0
0,0,11,6,1,3,0,0,2,0
0,0,8,7,1,3,0,7,2,0
0,0,8,5,1,3,0,5,2,0
0,1,3,6,0,3,3,5,7,2
0,0,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
0,0,8,7,1,3,0,0,2,0
0,0,8,7,1,3,0,0,2,0
0,0,8,5,1,3,0,5,2,0
0,1,3,3,0,3,3,12,7,2
0,0,8,5,1,3,0,2,2,0
0,0,8,7,1,3,0,2,2,0
0,0,11,6,1,3,0,2,2,0
0,1,11,6,1,3,0,5,2,0
0,1,11,5,0,3,3,5,7,2
0,1,11,6,1,3,0,5,2,0
0,0,8,7,1,3,0,7,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,5,1,3,0,7,2,0
0,0,11,7,1,3,0,7,2,0
0,0,11,5,1,3,0,0,2,0
0,0,11,6,1,3,0,5,2,0
0,1,11,6,1,3,0,0,2,0
0,0,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,7,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,5,1,3,0,2,2,0
1,0,3,2,0,3,3,5,2,0
0,1,8,6,1,3,0,0,2,0
0,1,11,5,1,3,0,2,2,0
1,1,3,5,1,3,0,2,2,6
0,0,8,5,1,3,0,7,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,7,1,3,0,2,2,0
0,0,11,6,1,3,0,2,2,0
0,1,3,3,0,3,3,5,7,2
0,0,8,6,1,3,0,2,2,0
0,0,11,5,0,3,3,2,7,2
0,0,11,5,1,3,0,0,2,0
0,0,8,6,1,3,0,2,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,5,1,3,0,7,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,6,1,3,0,0,2,0
0,0,8,6,1,3,0,0,2,0
0,0,8,6,1,3,0,5,2,0
0,1,8,6,1,3,0,2,2,0
0,0,11,7,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,0,11,5,1,3,0,0,2,0
0,0,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,6,1,3,0,7,2,0
0,0,11,7,1,3,0,0,2,0
0,1,8,5,1,3,0,0,2,0
0,0,8,7,1,3,0,2,2,0
0,1,8,5,1,3,0,0,2,0
0,0,8,6,1,3,0,2,2,0
0,1,11,5,1,3,0,5,2,0
0,0,8,6,1,3,0,0,2,0
0,0,8,7,1,3,0,0,2,0
0,0,8,5,1,3,0,2,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,7,1,3,0,7,2,0
0,0,11,5,1,3,0,7,2,0
0,1,11,5,1,3,0,0,2,0
0,1,8,6,1,3,0,7,2,0
0,0,11,5,1,3,0,0,2,0
0,0,8,7,1,3,0,0,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,5,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
0,0,8,7,1,3,0,7,2,0
0,0,8,7,1,3,0,7,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,6,1,3,0,2,2,0
0,1,11,7,1,3,0,7,2,0
0,0,11,5,1,3,0,0,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,6,1,3,0,7,2,0
0,0,11,7,1,3,0,7,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,5,1,3,0,2,2,0
0,0,8,6,1,3,0,7,2,0
0,0,11,3,0,3,3,12,7,2
0,1,8,6,1,3,0,0,2,0
0,1,3,6,0,3,3,5,7,2
0,1,11,5,1,3,0,7,2,0
0,0,8,7,1,3,0,0,2,0
1,1,8,3,1,3,0,0,2,6
0,0,8,6,1,3,0,5,2,0
0,1,11,5,1,3,0,0,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,7,1,3,0,5,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,5,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,5,1,3,0,5,2,0
0,0,8,5,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,5,1,3,0,5,2,0
0,0,11,7,1,3,0,0,2,0
0,1,11,5,1,3,0,2,2,0
0,0,11,7,1,3,0,5,2,0
0,1,3,3,0,3,3,6,7,2
0,0,8,5,1,3,0,5,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,5,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,5,1,3,0,5,2,0
0,0,11,5,1,3,0,7,2,0
0,0,8,5,1,3,0,2,2,0
1,1,3,3,1,3,0,0,2,6
0,0,11,6,1,3,0,0,2,0
0,1,3,3,0,3,3,6,7,2
0,0,3,6,0,3,3,2,7,2
0,0,11,6,1,3,0,2,2,0
0,1,11,5,1,3,0,5,2,0
0,0,11,7,1,3,0,5,2,0
0,0,8,6,1,3,0,5,2,0
0,1,11,5,1,3,0,7,2,0
0,0,11,5,1,3,0,0,2,0
1,0,11,6,0,3,0,12,1,0
0,0,8,7,1,3,0,0,2,0
0,0,11,5,0,3,3,12,7,2
1,0,3,3,1,3,0,5,2,2
0,0,8,6,1,3,0,2,2,0
0,1,11,5,1,3,0,5,2,0
0,0,11,5,1,3,0,2,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,6,1,3,0,0,2,0
0,1,11,5,1,3,0,7,2,0
0,1,11,5,1,3,0,7,2,0
0,0,11,6,1,3,0,7,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,7,1,3,0,7,2,0
0,0,11,7,1,3,0,5,2,0
1,0,3,3,1,3,0,5,2,2
0,1,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,1,8,7,1,3,0,0,2,0
0,1,8,6,1,3,0,2,2,0
0,0,8,5,1,3,0,0,2,0
0,0,8,7,1,3,0,0,2,0
0,0,11,7,1,3,0,0,2,0
0,0,8,7,1,3,0,0,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,2,2,0
0,0,8,6,1,3,0,5,2,0
0,0,11,6,1,3,0,7,2,0
0,0,8,5,1,3,0,2,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,5,1,3,0,7,2,0
0,0,8,5,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,0,11,5,1,3,0,7,2,0
0,0,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,2,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,7,1,3,0,7,2,0
0,1,11,5,1,3,0,2,2,0
1,0,3,2,0,3,0,9,2,0
0,0,11,7,1,3,0,7,2,0
0,1,11,5,1,3,0,0,2,0
0,0,11,5,1,3,0,0,2,0
0,1,11,7,1,3,0,7,2,0
0,0,8,7,1,3,0,5,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,0,11,6,1,3,0,7,2,0
0,1,11,6,1,3,0,2,2,0
0,0,11,7,1,3,0,7,2,0
0,1,8,5,1,3,0,2,2,0
0,1,8,7,1,3,0,7,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,6,1,3,0,0,2,0
0,0,11,6,1,3,0,5,2,0
1,0,11,6,0,3,0,12,1,2
0,0,8,5,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
0,0,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,1,11,6,1,3,0,5,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,6,1,3,0,0,2,0
0,0,11,6,0,3,3,6,7,2
0,0,8,6,1,3,0,5,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,0,11,5,1,3,0,2,2,0
0,0,8,7,1,3,0,0,2,0
0,0,11,5,1,3,0,0,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,6,1,3,0,7,2,0
0,1,11,5,1,3,0,7,2,0
0,0,11,6,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,7,1,3,0,2,2,0
0,0,11,5,1,3,0,7,2,0
0,0,8,6,1,3,0,0,2,0
0,1,11,6,1,3,0,2,2,0
0,0,11,6,1,3,0,2,2,0
0,0,11,5,1,3,0,0,2,0
0,0,8,6,1,3,0,0,2,0
0,0,8,6,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,5,1,3,0,0,2,0
0,0,8,6,1,3,0,7,2,0
1,1,8,5,1,3,0,6,2,6
0,0,3,6,0,3,3,5,7,2
0,0,11,6,1,3,0,7,2,0
0,0,11,7,1,3,0,5,2,0
1,0,3,2,0,3,3,7,2,0
0,0,8,5,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
0,0,8,5,1,3,0,2,2,0
0,0,8,7,1,3,0,7,2,0
0,0,3,3,0,3,3,6,7,2
0,1,11,6,1,3,0,2,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,6,1,3,0,5,2,0
0,0,11,7,1,3,0,5,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,6,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
1,1,8,3,1,3,0,2,2,6
0,1,11,5,1,3,0,7,2,0
0,0,11,7,1,3,0,0,2,0
0,0,11,7,1,3,0,5,2,0
0,0,8,6,1,3,0,2,2,0
0,1,3,3,0,3,3,12,7,2
0,0,11,5,0,3,3,6,7,2
0,0,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,7,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
0,1,11,5,1,3,0,0,2,0
0,0,11,6,1,3,0,0,2,0
0,1,11,5,1,3,0,0,2,0
0,1,11,7,1,3,0,5,2,0
0,0,8,7,1,3,0,0,2,0
1,0,3,3,0,3,3,2,2,0
0,1,11,5,1,3,0,7,2,0
0,1,11,6,1,3,0,2,2,0
0,1,11,5,1,3,0,7,2,0
0,0,8,5,1,3,0,2,2,0
0,0,11,7,1,3,0,0,2,0
0,1,3,3,0,3,3,5,7,2
0,0,8,6,1,3,0,7,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,5,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,5,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,5,1,3,0,5,2,0
0,0,11,6,1,3,0,7,2,0
0,0,8,5,1,3,0,0,2,0
0,0,8,5,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,7,1,3,0,0,2,0
0,0,8,5,1,3,0,5,2,0
1,0,11,6,0,3,0,9,1,5
0,1,11,6,1,3,0,7,2,0
0,0,8,7,1,3,0,7,2,0
1,0,11,6,0,3,0,12,1,0
0,0,8,7,1,3,0,5,2,0
0,0,11,7,1,3,0,5,2,0
1,0,11,6,0,3,0,12,1,0
1,0,11,2,0,3,3,5,2,0
0,0,11,6,1,3,0,7,2,0
0,1,11,6,1,3,0,2,2,0
0,0,11,6,1,3,0,7,2,0
0,0,8,6,1,3,0,0,2,0
0,0,8,6,1,3,0,5,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
0,0,11,5,1,3,0,0,2,0
0,0,8,5,1,3,0,7,2,0
0,1,11,5,1,3,0,2,2,0
0,1,11,5,1,3,0,7,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,0,8,5,1,3,0,7,2,0
0,0,8,7,1,3,0,0,2,0
0,1,11,5,1,3,0,7,2,0
0,0,8,6,1,3,0,5,2,0
0,0,8,5,1,3,0,7,2,0
1,0,11,3,0,3,0,9,2,0
0,1,11,5,1,3,0,7,2,0
0,0,8,7,1,3,0,0,2,0
0,0,8,5,1,3,0,5,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,7,1,3,0,0,2,0
1,0,11,6,0,3,0,2,1,0
0,0,8,7,1,3,0,5,2,0
0,1,11,6,1,3,0,2,2,0
0,1,8,7,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
1,0,11,6,0,3,0,2,1,2
0,0,8,5,1,3,0,0,2,0
0,0,8,5,1,3,0,2,2,0
0,0,8,5,1,3,0,2,2,0
0,0,8,5,1,3,0,5,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,5,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,7,1,3,0,5,2,0
0,0,8,6,1,3,0,2,2,0
0,1,11,7,1,3,0,5,2,0
0,1,11,5,1,3,0,5,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,6,1,3,0,2,2,0
0,0,8,6,1,3,0,0,2,0
0,0,11,7,1,3,0,7,2,0
0,1,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,5,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
0,1,11,5,1,3,0,0,2,0
1,0,11,6,0,3,0,9,1,5
0,0,11,6,1,3,0,5,2,0
0,0,8,5,1,3,0,0,2,0
0,0,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,5,2,0
0,0,8,6,1,3,0,0,2,0
0,1,11,5,1,3,0,7,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,5,1,3,0,5,2,0
0,0,11,7,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
1,0,11,6,0,3,0,9,1,5
0,0,11,7,1,3,0,2,2,0
0,1,11,5,1,3,0,5,2,0
0,0,11,7,1,3,0,5,2,0
0,0,11,7,1,3,0,5,2,0
0,0,8,7,1,3,0,2,2,0
0,1,8,6,1,3,0,0,2,0
0,1,11,5,1,3,0,7,2,0
0,0,11,6,1,3,0,5,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,5,1,3,0,0,2,0
0,0,8,6,1,3,0,2,2,0
0,0,8,6,1,3,0,7,2,0
0,0,11,5,1,3,0,0,2,0
0,0,8,7,1,3,0,2,2,0
0,1,11,5,1,3,0,7,2,0
0,0,8,7,1,3,0,5,2,0
0,0,11,5,1,3,0,5,2,0
0,1,11,5,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
0,0,11,6,1,3,0,0,2,0
0,0,8,5,1,3,0,2,2,0
1,0,11,6,0,3,0,9,2,0
0,1,11,6,1,3,0,5,2,0
0,0,11,5,1,3,0,0,2,0
0,1,3,5,0,3,3,2,7,2
0,1,11,5,1,3,0,0,2,0
0,0,8,6,1,3,0,5,2,0
0,1,8,6,1,3,0,0,2,0
0,0,8,6,1,3,0,0,2,0
0,1,8,7,1,3,0,2,2,0
0,0,8,6,1,3,0,5,2,0
0,0,11,6,1,3,0,5,2,0
0,1,11,6,1,3,0,5,2,0
0,0,8,5,1,3,0,2,2,0
0,1,11,5,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,7,1,3,0,0,2,0
0,1,8,5,1,3,0,7,2,0
0,0,8,5,1,3,0,0,2,0
0,0,11,6,1,3,0,7,2,0
0,1,11,6,1,3,0,2,2,0
0,1,11,3,0,3,3,12,7,2
0,0,8,5,1,3,0,2,2,0
0,0,11,6,1,3,0,7,2,0
0,1,8,7,1,3,0,5,2,0
0,0,11,7,1,3,0,0,2,0
0,0,8,5,1,3,0,7,2,0
0,1,8,5,1,3,0,0,2,0
0,0,8,6,1,3,0,2,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,7,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,7,1,3,0,0,2,0
0,0,11,7,1,3,0,0,2,0
0,0,11,7,1,3,0,2,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,5,1,3,0,2,2,0
0,0,11,6,1,3,0,5,2,0
0,0,11,6,1,3,0,2,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,5,1,3,0,5,2,0
0,0,11,7,1,3,0,5,2,0
0,0,11,7,1,3,0,0,2,0
0,0,11,6,1,3,0,7,2,0
0,0,11,7,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,7,2,0
0,0,11,6,1,3,0,5,2,0
0,0,11,7,1,3,0,7,2,0
0,0,8,7,1,3,0,7,2,0
0,1,11,6,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
0,0,8,5,1,3,0,5,2,0
0,1,11,5,1,3,0,7,2,0
1,0,11,2,0,3,0,2,2,0
0,0,11,7,1,3,0,2,2,0
0,0,11,5,1,3,0,0,2,0
0,0,8,7,1,3,0,0,2,0
0,1,11,5,1,3,0,5,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,6,1,3,0,0,2,0
0,1,3,5,0,3,3,5,7,2
0,0,8,6,1,3,0,0,2,0
0,0,8,5,1,3,0,0,2,0
0,0,8,5,1,3,0,2,2,0
0,1,11,6,1,3,0,2,2,0
0,0,11,7,1,3,0,5,2,0
0,1,11,5,1,3,0,2,2,0
1,0,11,6,0,3,0,12,1,2
0,0,8,7,1,3,0,0,2,0
0,0,11,6,1,3,0,7,2,0
0,0,11,7,1,3,0,5,2,0
0,0,11,7,1,3,0,5,2,0
0,0,8,7,1,3,0,5,2,0
0,1,11,5,1,3,0,0,2,0
0,1,11,5,1,3,0,7,2,0
0,0,8,5,1,3,0,0,2,0
0,0,11,7,1,3,0,7,2,0
0,0,8,7,1,3,0,0,2,0
0,0,8,5,1,3,0,5,2,0
0,0,8,6,1,3,0,7,2,0
0,0,8,5,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
0,0,11,7,1,3,0,7,2,0
0,0,11,7,1,3,0,7,2,0
0,0,8,7,1,3,0,2,2,0
0,0,8,5,1,3,0,2,2,0
0,0,11,7,1,3,0,2,2,0
0,1,11,7,1,3,0,0,2,0
0,1,11,5,1,3,0,0,2,0
0,0,8,7,1,3,0,7,2,0
0,0,11,5,1,3,0,7,2,0
0,0,8,7,1,3,0,5,2,0
0,1,11,6,1,3,0,2,2,0
0,0,8,5,1,3,0,2,2,0
0,1,8,7,1,3,0,5,2,0
